Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID,10
6/16/13,2:13:19,70.0,77,20,17.0,5,
6/17/13,3:13:19,66.0,72,11,11.0,18,
6/18/13,4:13:19,,71,5,4.0,20,
6/19/13,5:13:19,68.0,80,14,28.0,13,
6/20/13,6:13:19,66.0,67,9,6.0,1,
6/21/13,7:13:19,65.0,78,18,27.0,9,
6/22/13,8:13:19,69.0,67,11,,19,
6/23/13,9:13:19,66.0,62,3,16.0,8,
6/24/13,10:13:19,68.0,70,11,9.0,10,
6/25/13,11:13:19,70.0,63,1,,17,
6/26/13,12:13:19,67.0,76,15,9.0,20,
6/27/13,13:13:19,69.0,80,2,,12,
6/28/13,14:13:19,66.0,72,17,20.0,17,
6/29/13,15:13:19,65.0,71,14,13.0,2,
6/30/13,16:13:19,70.0,64,10,20.0,16,
6/1/13,17:13:19,,62,11,11.0,19,
6/2/13,18:13:19,65.0,58,2,7.0,10,
6/3/13,19:13:19,66.0,72,16,25.0,19,
6/4/13,20:13:19,65.0,73,19,12.0,5,
6/5/13,21:13:19,69.0,68,20,19.0,15,
6/6/13,22:13:19,66.0,75,10,22.0,10,
6/7/13,23:13:19,70.0,66,3,12.0,18,
6/8/13,0:43:51,,78,5,29.0,19,
6/9/13,1:43:51,66.0,62,9,30.0,1,
6/10/13,2:43:51,68.0,63,7,12.0,3,
6/11/13,3:43:51,70.0,55,18,20.0,17,
6/12/13,4:43:51,69.0,59,20,1.0,17,
6/13/13,5:43:51,69.0,68,8,13.0,19,
6/14/13,6:43:51,67.0,79,4,,2,
6/15/13,7:43:51,,71,10,10.0,3,
6/16/13,8:43:51,69.0,63,5,10.0,16,
6/17/13,9:43:51,66.0,56,4,19.0,9,
6/18/13,10:43:51,65.0,61,9,9.0,16,
6/19/13,11:43:51,67.0,74,12,11.0,7,
6/20/13,12:43:51,65.0,68,6,16.0,17,
6/21/13,13:43:51,67.0,66,20,13.0,10,
6/22/13,14:43:51,67.0,55,14,20.0,1,
6/23/13,15:43:51,70.0,61,13,27.0,7,
6/24/13,16:43:51,65.0,62,9,27.0,1,
6/25/13,17:43:51,67.0,73,5,29.0,19,
6/26/13,18:43:51,66.0,75,2,23.0,20,
6/27/13,19:43:51,70.0,72,1,,17,
6/28/13,20:43:51,66.0,60,14,28.0,6,
6/29/13,21:43:51,67.0,63,14,16.0,5,
6/30/13,22:43:51,65.0,76,17,13.0,7,
6/1/13,23:43:51,69.0,66,9,16.0,6,
6/2/13,0:13:20,68.0,62,8,5.0,5,
6/3/13,1:13:20,69.0,68,5,22.0,3,
6/4/13,2:13:20,65.0,79,1,,13,
6/5/13,3:13:20,70.0,70,17,14.0,2,
6/6/13,4:13:20,65.0,65,16,,9,
6/7/13,5:13:20,65.0,79,4,30.0,3,
6/8/13,6:13:20,67.0,73,2,18.0,15,
6/9/13,7:13:20,65.0,74,5,27.0,3,
6/10/13,8:13:20,,55,15,10.0,5,
6/11/13,9:13:20,70.0,59,19,17.0,13,
6/12/13,10:13:20,,65,18,12.0,11,
6/13/13,11:13:20,,73,5,15.0,17,
6/14/13,12:13:20,67.0,70,4,23.0,7,
6/15/13,13:13:20,66.0,65,18,,20,
6/16/13,14:13:20,67.0,61,17,25.0,6,
6/17/13,15:13:20,70.0,75,6,28.0,8,
6/18/13,16:13:20,65.0,62,15,5.0,8,
6/19/13,17:13:20,70.0,58,19,13.0,4,
6/20/13,18:13:20,67.0,75,9,26.0,19,
6/21/13,19:13:20,68.0,63,19,10.0,3,
6/22/13,20:13:20,68.0,70,1,28.0,12,
6/23/13,21:13:20,67.0,69,9,,4,
6/24/13,22:13:20,65.0,65,3,16.0,6,
6/25/13,23:13:20,70.0,69,3,19.0,1,
6/26/13,0:33:07,70.0,57,10,8.0,18,
6/27/13,1:33:07,,65,7,4.0,13,
6/28/13,2:33:07,70.0,61,4,8.0,18,
6/29/13,3:33:07,66.0,56,2,28.0,20,
6/30/13,4:33:07,66.0,60,3,14.0,16,
6/1/13,5:33:07,68.0,75,18,12.0,14,
6/2/13,6:33:07,69.0,80,8,1.0,13,
6/3/13,7:33:07,67.0,79,9,24.0,5,
6/4/13,8:33:07,68.0,73,7,9.0,9,
6/5/13,9:33:07,66.0,75,3,16.0,12,
6/6/13,10:33:07,69.0,55,12,12.0,13,
6/7/13,11:33:07,70.0,68,10,1.0,13,
6/8/13,12:33:07,70.0,59,6,,8,
6/9/13,13:33:07,68.0,67,4,,10,
6/10/13,14:33:07,69.0,74,16,14.0,15,
6/11/13,15:33:07,66.0,70,12,13.0,1,
6/12/13,16:33:07,67.0,74,9,5.0,8,
6/13/13,17:33:07,66.0,56,1,22.0,9,
6/14/13,18:33:07,70.0,68,5,23.0,3,
6/15/13,19:33:07,66.0,72,12,4.0,20,
6/16/13,20:33:07,70.0,74,12,21.0,18,
6/17/13,21:33:07,70.0,75,6,15.0,18,
6/18/13,22:33:07,,78,9,7.0,19,
6/19/13,23:33:07,65.0,72,3,27.0,4,
6/20/13,0:00:01,70.0,73,19,5.0,10,
6/21/13,1:00:01,68.0,75,1,6.0,8,
6/22/13,2:00:01,70.0,58,3,,9,
6/23/13,3:00:01,67.0,57,1,25.0,5,
6/24/13,4:00:01,68.0,59,11,30.0,20,
6/25/13,5:00:01,68.0,67,3,12.0,19,
6/26/13,6:00:01,69.0,70,9,28.0,19,
6/27/13,7:00:01,67.0,60,18,29.0,8,
6/28/13,8:00:01,,59,17,12.0,11,
6/29/13,9:00:01,69.0,75,1,6.0,20,
6/30/13,10:00:01,67.0,66,6,17.0,17,
6/1/13,11:00:01,66.0,79,16,25.0,2,
6/2/13,12:00:01,69.0,66,18,5.0,5,
6/3/13,13:00:01,67.0,77,10,30.0,8,
6/4/13,14:00:01,68.0,64,5,8.0,11,
6/5/13,15:00:01,,61,9,8.0,12,
6/6/13,16:00:01,67.0,61,18,11.0,2,
6/7/13,17:00:01,65.0,80,20,23.0,5,
6/8/13,18:00:01,70.0,74,7,29.0,8,
6/9/13,19:00:01,70.0,62,10,20.0,4,
6/10/13,20:00:01,,56,7,29.0,9,
6/11/13,21:00:01,66.0,70,15,5.0,5,
6/12/13,22:00:01,67.0,74,6,12.0,5,
6/13/13,23:00:01,67.0,68,4,3.0,6,
6/14/13,0:13:19,66.0,66,10,11.0,12,
6/15/13,1:13:19,67.0,79,13,13.0,17,
6/16/13,2:13:19,65.0,61,15,5.0,11,
6/17/13,3:13:19,66.0,73,15,15.0,3,
6/18/13,4:13:19,,67,14,29.0,4,
6/19/13,5:13:19,69.0,75,18,16.0,11,
6/20/13,6:13:19,67.0,75,10,15.0,9,
6/21/13,7:13:19,,57,3,29.0,17,
6/22/13,8:13:19,66.0,77,19,4.0,18,
6/23/13,9:13:19,66.0,57,3,3.0,19,
6/24/13,10:13:19,68.0,74,8,1.0,6,
6/25/13,11:13:19,65.0,68,20,9.0,12,
6/26/13,12:13:19,,71,20,22.0,6,
6/27/13,13:13:19,67.0,61,6,16.0,5,
6/28/13,14:13:19,65.0,79,13,19.0,14,
6/29/13,15:13:19,65.0,66,2,22.0,7,
6/30/13,16:13:19,69.0,65,17,1.0,6,
6/1/13,17:13:19,70.0,57,17,16.0,11,
6/2/13,18:13:19,67.0,60,6,10.0,13,
6/3/13,19:13:19,68.0,74,9,7.0,14,
6/4/13,20:13:19,70.0,63,6,12.0,5,
6/5/13,21:13:19,,80,13,12.0,8,
6/6/13,22:13:19,65.0,77,7,14.0,14,
6/7/13,23:13:19,65.0,64,8,27.0,8,
6/8/13,0:43:51,68.0,77,10,16.0,17,
6/9/13,1:43:51,65.0,60,6,26.0,8,
6/10/13,2:43:51,65.0,71,6,26.0,15,
6/11/13,3:43:51,69.0,65,8,10.0,1,
6/12/13,4:43:51,70.0,78,5,,2,
6/13/13,5:43:51,,62,9,18.0,13,
6/14/13,6:43:51,69.0,78,1,8.0,1,
6/15/13,7:43:51,66.0,72,7,29.0,7,
6/16/13,8:43:51,65.0,56,7,20.0,7,
6/17/13,9:43:51,68.0,63,11,7.0,3,
6/18/13,10:43:51,65.0,64,20,25.0,18,
6/19/13,11:43:51,69.0,63,5,25.0,10,
6/20/13,12:43:51,69.0,58,18,18.0,2,
6/21/13,13:43:51,70.0,67,15,2.0,3,
6/22/13,14:43:51,68.0,56,12,20.0,11,
6/23/13,15:43:51,65.0,75,20,18.0,3,
6/24/13,16:43:51,,74,18,13.0,12,
6/25/13,17:43:51,68.0,70,19,3.0,3,
6/26/13,18:43:51,,72,13,2.0,6,
6/27/13,19:43:51,65.0,55,14,7.0,9,
6/28/13,20:43:51,67.0,72,9,3.0,16,
6/29/13,21:43:51,,71,8,28.0,18,
6/30/13,22:43:51,65.0,55,1,20.0,5,
6/1/13,23:43:51,66.0,59,6,5.0,17,
6/2/13,0:13:20,70.0,62,15,4.0,12,
6/3/13,1:13:20,65.0,55,3,6.0,5,
6/4/13,2:13:20,,63,5,16.0,6,
6/5/13,3:13:20,66.0,65,20,6.0,3,
6/6/13,4:13:20,70.0,72,16,29.0,1,
6/7/13,5:13:20,65.0,70,15,,15,
6/8/13,6:13:20,,55,12,,2,
6/9/13,7:13:20,66.0,59,6,,16,
6/10/13,8:13:20,,58,16,21.0,12,
6/11/13,9:13:20,70.0,59,6,9.0,11,
6/12/13,10:13:20,68.0,75,8,27.0,6,
6/13/13,11:13:20,67.0,77,7,10.0,17,
6/14/13,12:13:20,68.0,78,19,,19,
6/15/13,13:13:20,65.0,74,8,5.0,20,
6/16/13,14:13:20,68.0,71,9,23.0,14,
6/17/13,15:13:20,65.0,66,19,7.0,14,
6/18/13,16:13:20,66.0,60,11,28.0,16,
6/19/13,17:13:20,68.0,79,7,23.0,18,
6/20/13,18:13:20,65.0,73,18,1.0,3,
6/21/13,19:13:20,67.0,71,19,15.0,19,
6/22/13,20:13:20,67.0,66,20,8.0,8,
6/23/13,21:13:20,65.0,74,1,29.0,1,
6/24/13,22:13:20,65.0,66,3,11.0,15,
6/25/13,23:13:20,66.0,75,2,13.0,13,
6/26/13,0:33:07,67.0,69,4,24.0,1,
6/27/13,1:33:07,66.0,66,8,12.0,17,
6/28/13,2:33:07,65.0,62,5,6.0,4,
6/29/13,3:33:07,68.0,57,7,,13,
6/30/13,4:33:07,70.0,65,11,22.0,18,
6/1/13,5:33:07,66.0,71,5,6.0,14,
6/2/13,6:33:07,,68,1,30.0,11,
6/3/13,7:33:07,,59,3,1.0,6,
6/4/13,8:33:07,69.0,80,10,11.0,20,
6/5/13,9:33:07,70.0,56,17,10.0,19,
6/6/13,10:33:07,68.0,67,15,29.0,11,
6/7/13,11:33:07,67.0,56,15,11.0,8,
6/8/13,12:33:07,69.0,56,10,4.0,3,
6/9/13,13:33:07,68.0,77,20,8.0,18,
6/10/13,14:33:07,67.0,72,11,9.0,11,
6/11/13,15:33:07,67.0,57,1,27.0,20,
6/12/13,16:33:07,70.0,75,14,9.0,18,
6/13/13,17:33:07,65.0,65,15,23.0,17,
6/14/13,18:33:07,65.0,70,11,29.0,20,
6/15/13,19:33:07,69.0,59,17,,7,
6/16/13,20:33:07,67.0,72,15,25.0,12,
6/17/13,21:33:07,68.0,77,7,15.0,18,
6/18/13,22:33:07,68.0,61,8,11.0,17,
6/19/13,23:33:07,66.0,74,12,,1,
6/20/13,0:00:01,70.0,74,12,23.0,17,
6/21/13,1:00:01,65.0,71,2,7.0,14,
6/22/13,2:00:01,69.0,59,8,7.0,7,
6/23/13,3:00:01,70.0,56,16,6.0,6,
6/24/13,4:00:01,70.0,62,3,14.0,3,
6/25/13,5:00:01,66.0,70,17,5.0,10,
6/26/13,6:00:01,,71,10,8.0,1,
6/27/13,7:00:01,65.0,56,14,26.0,13,
6/28/13,8:00:01,68.0,71,7,12.0,6,
6/29/13,9:00:01,66.0,58,5,28.0,4,
6/30/13,10:00:01,69.0,60,3,19.0,5,
6/1/13,11:00:01,66.0,74,4,1.0,12,
6/2/13,12:00:01,65.0,62,18,11.0,19,
6/3/13,13:00:01,,73,14,10.0,5,
6/4/13,14:00:01,66.0,75,5,19.0,19,
6/5/13,15:00:01,67.0,77,17,24.0,20,
6/6/13,16:00:01,69.0,64,7,15.0,5,
6/7/13,17:00:01,65.0,71,11,19.0,5,
6/8/13,18:00:01,67.0,80,19,3.0,10,
6/9/13,19:00:01,67.0,71,4,29.0,12,
6/10/13,20:00:01,67.0,70,7,17.0,17,
6/11/13,21:00:01,,57,6,26.0,7,
6/12/13,22:00:01,67.0,73,8,11.0,13,
6/13/13,23:00:01,69.0,72,16,20.0,14,
6/14/13,0:13:19,70.0,79,14,12.0,19,
6/15/13,1:13:19,68.0,72,15,27.0,14,
6/16/13,2:13:19,68.0,61,6,,16,
6/17/13,3:13:19,66.0,56,6,17.0,7,
6/18/13,4:13:19,69.0,80,6,,16,
6/19/13,5:13:19,65.0,56,15,1.0,18,
6/20/13,6:13:19,66.0,73,1,5.0,3,
6/21/13,7:13:19,,66,14,9.0,17,
6/22/13,8:13:19,66.0,63,1,1.0,18,
6/23/13,9:13:19,65.0,76,10,17.0,5,
6/24/13,10:13:19,67.0,68,19,18.0,16,
6/25/13,11:13:19,67.0,79,19,27.0,10,
6/26/13,12:13:19,70.0,56,13,,15,
6/27/13,13:13:19,69.0,80,4,17.0,5,
6/28/13,14:13:19,65.0,72,2,19.0,1,
6/29/13,15:13:19,65.0,64,3,26.0,15,
6/30/13,16:13:19,70.0,55,6,,18,
6/1/13,17:13:19,68.0,65,15,15.0,13,
6/2/13,18:13:19,65.0,75,19,14.0,1,
6/3/13,19:13:19,70.0,71,2,8.0,11,
6/4/13,20:13:19,68.0,70,11,6.0,7,
6/5/13,21:13:19,,72,6,2.0,9,
6/6/13,22:13:19,70.0,61,14,23.0,13,
6/7/13,23:13:19,65.0,78,12,28.0,8,
6/8/13,0:43:51,67.0,75,1,18.0,8,
6/9/13,1:43:51,65.0,59,6,22.0,6,
6/10/13,2:43:51,67.0,64,19,6.0,18,
6/11/13,3:43:51,66.0,56,16,1.0,20,
6/12/13,4:43:51,69.0,74,19,29.0,7,
6/13/13,5:43:51,65.0,63,12,30.0,5,
6/14/13,6:43:51,65.0,60,15,12.0,13,
6/15/13,7:43:51,,55,10,1.0,12,
6/16/13,8:43:51,66.0,73,1,5.0,8,
6/17/13,9:43:51,70.0,60,13,2.0,9,
6/18/13,10:43:51,69.0,72,6,10.0,4,
6/19/13,11:43:51,65.0,78,1,3.0,12,
6/20/13,12:43:51,65.0,69,13,1.0,14,
6/21/13,13:43:51,65.0,77,4,8.0,14,
6/22/13,14:43:51,,72,6,25.0,19,
6/23/13,15:43:51,69.0,75,12,2.0,5,
6/24/13,16:43:51,70.0,75,5,17.0,16,
6/25/13,17:43:51,68.0,60,1,13.0,12,
6/26/13,18:43:51,69.0,57,13,6.0,5,
6/27/13,19:43:51,,79,8,27.0,7,
6/28/13,20:43:51,69.0,59,16,17.0,2,
6/29/13,21:43:51,65.0,63,9,14.0,10,
6/30/13,22:43:51,70.0,71,1,5.0,2,
6/1/13,23:43:51,69.0,57,18,26.0,17,
6/2/13,0:13:20,,74,12,,11,
6/3/13,1:13:20,70.0,78,3,12.0,15,
6/4/13,2:13:20,65.0,72,19,27.0,8,
6/5/13,3:13:20,69.0,58,7,9.0,16,
6/6/13,4:13:20,70.0,69,11,14.0,17,
6/7/13,5:13:20,,60,8,,20,
6/8/13,6:13:20,,57,6,13.0,5,
6/9/13,7:13:20,70.0,59,12,5.0,18,
6/10/13,8:13:20,68.0,56,10,21.0,12,
6/11/13,9:13:20,66.0,57,7,25.0,20,
6/12/13,10:13:20,67.0,78,7,1.0,19,
6/13/13,11:13:20,68.0,55,3,,13,
6/14/13,12:13:20,69.0,75,6,12.0,3,
6/15/13,13:13:20,68.0,62,20,15.0,11,
6/16/13,14:13:20,,75,1,7.0,2,
6/17/13,15:13:20,70.0,76,3,7.0,19,
6/18/13,16:13:20,70.0,55,4,30.0,15,
6/19/13,17:13:20,70.0,59,18,28.0,18,
6/20/13,18:13:20,65.0,79,17,12.0,6,
6/21/13,19:13:20,70.0,70,11,,11,
6/22/13,20:13:20,,71,5,27.0,18,
6/23/13,21:13:20,69.0,64,14,10.0,1,
6/24/13,22:13:20,,72,7,27.0,17,
6/25/13,23:13:20,69.0,60,7,25.0,16,
6/26/13,0:33:07,66.0,58,20,2.0,10,
6/27/13,1:33:07,69.0,70,7,11.0,2,
6/28/13,2:33:07,65.0,75,12,28.0,5,
6/29/13,3:33:07,67.0,76,17,23.0,15,
6/30/13,4:33:07,67.0,57,3,2.0,1,
6/1/13,5:33:07,65.0,69,17,27.0,6,
6/2/13,6:33:07,65.0,58,14,22.0,8,
6/3/13,7:33:07,65.0,78,17,13.0,8,
6/4/13,8:33:07,65.0,62,10,14.0,2,
6/5/13,9:33:07,68.0,71,19,10.0,13,
6/6/13,10:33:07,66.0,69,11,13.0,15,
6/7/13,11:33:07,66.0,55,9,24.0,1,
6/8/13,12:33:07,67.0,62,17,,3,
6/9/13,13:33:07,68.0,64,14,4.0,8,
6/10/13,14:33:07,66.0,64,3,23.0,9,
6/11/13,15:33:07,67.0,74,12,,19,
6/12/13,16:33:07,68.0,77,1,10.0,7,
6/13/13,17:33:07,67.0,61,6,26.0,9,
6/14/13,18:33:07,68.0,68,12,26.0,12,
6/15/13,19:33:07,67.0,60,19,3.0,13,
6/16/13,20:33:07,67.0,55,9,2.0,9,
6/17/13,21:33:07,68.0,79,11,30.0,11,
6/18/13,22:33:07,67.0,78,12,24.0,3,
6/19/13,23:33:07,68.0,75,17,5.0,16,
6/20/13,0:45:56,70.0,66,18,12.0,19,
6/21/13,1:45:56,68.0,62,16,22.0,5,
6/22/13,2:45:56,66.0,69,17,11.0,8,
6/23/13,3:45:56,67.0,56,10,23.0,14,
6/24/13,4:45:56,66.0,66,5,,10,
6/25/13,5:45:56,67.0,71,8,4.0,7,
6/26/13,6:45:56,65.0,62,7,27.0,3,
6/27/13,7:45:56,70.0,56,7,6.0,11,
6/28/13,8:45:56,68.0,60,12,14.0,2,
6/29/13,9:45:56,67.0,65,20,12.0,20,
6/30/13,10:45:56,65.0,59,15,10.0,9,
6/1/13,11:45:56,70.0,63,5,6.0,9,
6/2/13,12:45:56,68.0,76,3,17.0,12,
6/3/13,13:45:56,68.0,59,2,18.0,12,
6/4/13,14:45:56,68.0,59,5,23.0,15,
6/5/13,15:45:56,67.0,71,8,18.0,7,
6/6/13,16:45:56,68.0,62,10,26.0,15,
6/7/13,17:45:56,65.0,63,18,14.0,16,
6/8/13,18:45:56,69.0,58,16,3.0,4,
6/9/13,19:45:56,65.0,65,15,29.0,14,
6/10/13,20:45:56,67.0,70,19,16.0,14,
6/11/13,21:45:56,69.0,71,1,,10,
6/12/13,22:45:56,70.0,72,16,29.0,11,
6/13/13,23:45:56,65.0,66,11,22.0,5,
6/14/13,0:45:56,,75,14,12.0,19,
6/15/13,1:45:56,65.0,77,8,24.0,5,
6/16/13,2:45:56,69.0,61,2,,19,
6/17/13,3:45:56,68.0,79,15,,7,
6/18/13,4:45:56,65.0,61,10,21.0,15,
6/19/13,5:45:56,65.0,56,7,8.0,2,
6/20/13,6:45:56,68.0,72,18,30.0,4,
6/21/13,7:45:56,69.0,61,5,26.0,16,
6/22/13,8:45:56,69.0,69,4,23.0,10,
6/23/13,9:45:56,65.0,60,4,5.0,5,
6/24/13,10:45:56,69.0,65,6,11.0,18,
6/25/13,11:45:56,66.0,57,18,28.0,1,
6/26/13,12:45:56,69.0,57,10,3.0,10,
6/27/13,13:45:56,66.0,75,2,,12,
6/28/13,14:45:56,69.0,79,13,25.0,16,
6/29/13,15:45:56,67.0,69,6,6.0,5,
6/30/13,16:45:56,69.0,62,1,20.0,4,
6/1/13,17:45:56,69.0,80,19,12.0,16,
6/2/13,18:45:56,,59,2,13.0,16,
6/3/13,19:45:56,67.0,63,3,23.0,20,
6/4/13,20:45:56,68.0,62,3,20.0,10,
6/5/13,21:45:56,70.0,64,11,20.0,14,
6/6/13,22:45:56,66.0,60,14,12.0,4,
6/7/13,23:45:56,69.0,65,17,30.0,2,
6/8/13,0:45:56,,73,2,28.0,8,
6/9/13,1:45:56,66.0,63,7,,9,
6/10/13,2:45:56,66.0,55,6,21.0,12,
6/11/13,3:45:56,69.0,69,5,18.0,18,
6/12/13,4:45:56,69.0,69,18,9.0,5,
6/13/13,5:45:56,70.0,72,9,16.0,19,
6/14/13,6:45:56,,70,8,24.0,11,
6/15/13,7:45:56,68.0,61,11,5.0,13,
6/16/13,8:45:56,70.0,78,13,19.0,10,
6/17/13,9:45:56,68.0,57,11,15.0,2,
6/18/13,10:45:56,,64,19,16.0,11,
6/19/13,11:45:56,70.0,60,17,24.0,10,
6/20/13,12:45:56,67.0,58,1,3.0,15,
6/21/13,13:45:56,68.0,64,11,2.0,14,
6/22/13,14:45:56,66.0,59,10,14.0,11,
6/23/13,15:45:56,65.0,66,10,,18,
6/24/13,16:45:56,65.0,67,7,3.0,4,
6/25/13,17:45:56,65.0,57,4,27.0,3,
6/26/13,18:45:56,70.0,63,10,4.0,6,
6/27/13,0:00:01,65.0,57,18,21.0,1,
6/28/13,1:00:01,65.0,74,9,29.0,3,
6/29/13,2:00:01,69.0,63,19,,20,
6/30/13,3:00:01,68.0,57,19,9.0,4,
6/1/13,4:00:01,66.0,69,18,4.0,11,
6/2/13,5:00:01,68.0,57,20,,13,
6/3/13,6:00:01,69.0,56,7,28.0,18,
6/4/13,7:00:01,66.0,55,8,20.0,10,
6/5/13,8:00:01,68.0,72,14,25.0,16,
6/6/13,9:00:01,65.0,80,5,12.0,6,
6/7/13,10:00:01,69.0,68,4,2.0,13,
6/8/13,11:00:01,70.0,77,16,15.0,6,
6/9/13,12:00:01,70.0,63,17,9.0,18,
6/10/13,13:00:01,,75,19,23.0,10,
6/11/13,14:00:01,69.0,77,11,22.0,11,
6/12/13,15:00:01,69.0,56,15,23.0,19,
6/13/13,16:00:01,65.0,62,13,,15,
6/14/13,17:00:01,69.0,80,17,18.0,7,
6/15/13,18:00:01,,62,18,1.0,15,
6/16/13,19:00:01,69.0,57,20,25.0,7,
6/17/13,20:00:01,66.0,55,20,21.0,11,
6/18/13,21:00:01,68.0,61,8,8.0,18,
6/19/13,22:00:01,69.0,58,6,12.0,19,
6/20/13,23:00:01,70.0,56,20,16.0,19,
6/21/13,0:13:19,69.0,76,18,5.0,20,
6/22/13,1:13:19,70.0,69,10,1.0,19,
6/23/13,2:13:19,69.0,74,3,15.0,11,
6/24/13,3:13:19,65.0,75,4,12.0,18,
6/25/13,4:13:19,67.0,61,17,19.0,1,
6/26/13,5:13:19,65.0,57,8,,19,
6/27/13,6:13:19,65.0,66,19,27.0,17,
6/28/13,7:13:19,70.0,76,11,28.0,5,
6/29/13,8:13:19,65.0,62,1,12.0,2,
6/30/13,9:13:19,,75,9,30.0,15,
6/1/13,10:13:19,67.0,55,12,6.0,6,
6/2/13,11:13:19,70.0,70,10,3.0,7,
6/3/13,12:13:19,68.0,65,12,26.0,6,
6/4/13,13:13:19,70.0,80,2,11.0,11,
6/5/13,14:13:19,70.0,63,3,1.0,9,
6/6/13,15:13:19,67.0,58,16,,1,
6/7/13,16:13:19,69.0,70,15,14.0,6,
6/8/13,17:13:19,69.0,59,13,14.0,19,
6/9/13,18:13:19,67.0,59,5,1.0,8,
6/10/13,19:13:19,67.0,67,16,15.0,12,
6/11/13,20:13:19,69.0,67,13,30.0,20,
6/12/13,21:13:19,70.0,61,4,17.0,12,
6/13/13,22:13:19,69.0,61,5,25.0,17,
6/14/13,23:13:19,65.0,73,17,7.0,3,
6/15/13,0:43:51,65.0,62,13,26.0,8,
6/16/13,1:43:51,68.0,68,13,20.0,1,
6/17/13,2:43:51,66.0,66,12,15.0,14,
6/18/13,3:43:51,65.0,70,15,8.0,18,
6/19/13,4:43:51,66.0,58,16,16.0,13,
6/20/13,5:43:51,,80,5,28.0,7,
6/21/13,6:43:51,66.0,77,18,25.0,10,
6/22/13,7:43:51,,77,14,5.0,14,
6/23/13,8:43:51,69.0,67,14,4.0,4,
6/24/13,9:43:51,67.0,69,10,21.0,12,
6/25/13,10:43:51,68.0,56,3,19.0,2,
6/26/13,11:43:51,67.0,59,6,30.0,6,
6/27/13,12:43:51,65.0,57,19,15.0,4,
6/28/13,13:43:51,,61,13,13.0,15,
6/29/13,14:43:51,70.0,61,11,22.0,15,
6/30/13,15:43:51,66.0,64,12,14.0,14,
6/1/13,16:43:51,66.0,76,2,15.0,2,
6/2/13,17:43:51,67.0,65,1,15.0,11,
6/3/13,18:43:51,,76,16,24.0,20,
6/4/13,19:43:51,69.0,56,17,,11,
6/5/13,20:43:51,65.0,80,13,6.0,19,
6/6/13,21:43:51,67.0,79,8,2.0,19,
6/7/13,22:43:51,70.0,62,14,13.0,13,
6/8/13,23:43:51,66.0,80,10,5.0,12,
6/9/13,0:13:20,67.0,58,17,8.0,18,
6/10/13,1:13:20,66.0,65,12,28.0,6,
6/11/13,2:13:20,66.0,78,19,26.0,14,
6/12/13,3:13:20,66.0,70,9,29.0,15,
6/13/13,4:13:20,68.0,66,20,28.0,12,
6/14/13,5:13:20,69.0,69,9,20.0,20,
6/15/13,6:13:20,66.0,58,12,25.0,10,
6/16/13,7:13:20,67.0,79,5,21.0,10,
6/17/13,8:13:20,68.0,55,2,11.0,9,
6/18/13,9:13:20,66.0,79,1,27.0,7,
6/19/13,10:13:20,70.0,64,18,22.0,9,
6/20/13,11:13:20,68.0,73,11,28.0,17,
6/21/13,12:13:20,69.0,77,13,23.0,16,
6/22/13,13:13:20,68.0,65,1,3.0,14,
6/23/13,14:13:20,67.0,77,8,30.0,12,
6/24/13,15:13:20,,63,14,28.0,2,
6/25/13,16:13:20,68.0,77,6,14.0,4,
6/26/13,17:13:20,69.0,74,7,19.0,20,
6/27/13,18:13:20,,64,15,27.0,16,
6/28/13,19:13:20,68.0,60,15,2.0,18,
6/29/13,20:13:20,66.0,59,14,23.0,20,
6/30/13,21:13:20,68.0,77,1,11.0,10,
6/1/13,22:13:20,68.0,80,2,19.0,19,
6/2/13,23:13:20,70.0,68,6,,16,
6/3/13,0:33:07,,79,8,30.0,9,
6/4/13,1:33:07,68.0,56,1,27.0,2,
6/5/13,2:33:07,69.0,74,13,6.0,8,
6/6/13,3:33:07,70.0,64,6,12.0,5,
6/7/13,4:33:07,66.0,75,3,24.0,13,
6/8/13,5:33:07,65.0,68,3,13.0,11,
6/9/13,6:33:07,69.0,76,3,22.0,7,
6/10/13,7:33:07,70.0,71,6,22.0,8,
6/11/13,8:33:07,,61,14,14.0,13,
6/12/13,9:33:07,68.0,63,15,1.0,7,
6/13/13,10:33:07,68.0,76,13,10.0,10,
6/14/13,11:33:07,65.0,56,19,1.0,13,
6/15/13,12:33:07,67.0,58,9,11.0,11,
6/16/13,13:33:07,70.0,69,13,8.0,10,
6/17/13,14:33:07,67.0,73,16,26.0,5,
6/18/13,15:33:07,69.0,76,16,6.0,19,
6/19/13,16:33:07,,64,15,13.0,15,
6/20/13,17:33:07,65.0,78,8,26.0,5,
6/21/13,18:33:07,69.0,59,11,20.0,13,
6/22/13,19:33:07,66.0,74,8,12.0,16,
6/23/13,20:33:07,65.0,58,15,24.0,3,
6/24/13,21:33:07,65.0,61,9,16.0,14,
6/25/13,22:33:07,67.0,56,6,17.0,1,
6/26/13,23:33:07,66.0,59,14,25.0,14,
6/27/13,0:00:01,,70,14,8.0,18,
6/28/13,1:00:01,66.0,61,11,15.0,10,
6/29/13,2:00:01,69.0,64,1,23.0,16,
6/30/13,3:00:01,,56,15,19.0,19,
6/1/13,4:00:01,69.0,55,8,27.0,17,
6/2/13,5:00:01,70.0,72,12,8.0,1,
6/3/13,6:00:01,65.0,56,2,5.0,3,
